epoch,loss
1,0.731596596357299
2,0.34363871921853323
3,0.28355723001608035
4,0.2759955718023021
5,0.2787576822972879
6,0.28602535622875863
7,0.2793291018503468
8,0.27881222018381446
9,0.2757338376306906
10,0.265879502747117
11,0.2788186938297458
12,0.2755536288022995
13,0.2731364609264746
14,0.25635492038436053
15,0.2601152076953795
16,0.27323994113177785
17,0.2658963632292864
18,0.27001671274987665
19,0.2587156662853753
20,0.26468148100666883
21,0.26396413292826676
22,0.25133694090494296
23,0.2557514695132651
24,0.24513158929057238
25,0.2613372112192759
26,0.2577955639216958
27,0.25279990456453183
28,0.25852698596512397
29,0.2593216605302764
30,0.2615668519241054
31,0.25585361261193346
32,0.2549107042027683
33,0.24905955137276067
34,0.24808579501582356
35,0.24771727512522443
36,0.2542102420475425
37,0.2585416359872353
38,0.2580750115760943
39,0.2596688354160728
40,0.25383944664059616
41,0.2517893695976676
42,0.2490381980087699
43,0.25852592870956514
44,0.25821142879928033
45,0.24801681063524106
46,0.2599103050987895
47,0.25486638306117637
48,0.2518842972633315
49,0.25787099287277315
50,0.2521173405211146
51,0.24967819743040132
52,0.24843327119583036
53,0.2464070596346041
54,0.2571600780981343
55,0.24370662758990033
56,0.24943942594818952
57,0.2438978265698363
58,0.2450935117355207
59,0.2547446303978199
60,0.2547414142911027
61,0.2472224046544331
62,0.2502945072767211
63,0.2492810713081825
64,0.2454434749556751
65,0.24274239380185197
66,0.24682374843736973
67,0.24719583988189697
68,0.2479565176295071
69,0.25093405166777166
70,0.2509880149509849
71,0.24267053349715909
72,0.25181721441629457
73,0.24547499709013032
74,0.25075599187757913
75,0.24119600435582603
76,0.23998702953501447
77,0.2512306131240798
78,0.24700734455411028
79,0.24672973155975342
80,0.24991252109771822
81,0.24205250601942946
82,0.25039927988517574
83,0.25424933760631374
84,0.24601202730725452
85,0.2511335073447809
86,0.2425316259628389
87,0.24645127465085284
88,0.25164446489113135
89,0.25562805337149924
90,0.24163360821037758
91,0.24673121368012776
92,0.24565561079397435
93,0.24136238999483062
94,0.24732512671773027
95,0.2498686168251968
96,0.2441656182451946
97,0.2466158703332994
98,0.24587753669517795
99,0.24668425539644753
100,0.2421615061963477
101,0.24120195755144444
102,0.24942085510346948
103,0.24951052374956084
104,0.23760481142416234
105,0.2437662249658166
106,0.24308602875325738
107,0.24474859528425263
108,0.24589674029408431
109,0.24253709214489635
110,0.2484465201453465
111,0.24789720955418376
112,0.2399067907798581
113,0.24321323560505378
114,0.24352710821279666
115,0.24027835995685765
116,0.24581317930686764
117,0.2385183721780777
118,0.23941753150486364
119,0.24627874755277868
120,0.24302052252176332
121,0.25717921736763744
122,0.2524596870672412
123,0.23723783871022666
124,0.24287399249832806
125,0.24623322196123076
126,0.23907926060804507
127,0.2431628515080708
128,0.23629687035956035
129,0.2520065005959534
130,0.24280302226543427
131,0.24304690666315032
132,0.2523264750474837
133,0.23917708673128268
134,0.2449410296067959
135,0.2456826287798765
136,0.2443974032634642
137,0.24127229466670896
138,0.24484328344100859
139,0.23564669925992082
140,0.2398117678921397
141,0.24703226838170028
142,0.24273098787156547
143,0.24068870558971311
144,0.24566039224950278
145,0.24214254246979225
146,0.2402598152800304
147,0.24069430115746288
148,0.23893058190985425
149,0.24051281410019573
150,0.24198244294015372
151,0.23948581589431298
152,0.23975783041337642
153,0.24087797214345233
154,0.24311241325808736
155,0.25070453053567465
156,0.24560186048833335
157,0.23834030984378443
158,0.23586843835144508
159,0.2406684836236442
160,0.2365127656517959
161,0.23937579516957447
162,0.23941918298965548
163,0.24848261402874458
164,0.2455082248623778
165,0.2427483062918593
166,0.2316953470794166
167,0.23985153509349358
168,0.23712897954917536
169,0.24791678531867703
170,0.24318392211344184
171,0.2429460726860093
172,0.24226842239135649
173,0.23643049161608626
174,0.23635414751564585
175,0.23689207907130078
176,0.24510418569169393
177,0.2341334467254034
178,0.2390204486323566
179,0.24546068216242442
180,0.2474386339507452
181,0.233721912270639
182,0.2290536841241325
183,0.24145624332311677
184,0.24049717624013017
185,0.24310043853957478
186,0.24206643169972955
187,0.24975979328155518
188,0.24098490651060894
189,0.24105750605827425
190,0.24434590921169375
191,0.24059957956395497
192,0.2401816775886024
193,0.23819297370387288
194,0.24061844298025456
195,0.24513788775699893
196,0.23575708124695754
197,0.2321769925879269
198,0.24318526685237885
199,0.24502805238816797
200,0.24199641187016557
201,0.23734098491145345
202,0.2409832528451594
203,0.2522866725921631
204,0.24447281913059513
205,0.24687608313269732
206,0.2344355492330179
207,0.23844005312861466
208,0.23263304298970758
209,0.2315414885922176
210,0.2422114098217429
211,0.24338406288042302
212,0.24572728537931676
213,0.25049813019066325
214,0.2370125604111974
215,0.24167521007177306
216,0.23513914753751056
217,0.23617517512019087
218,0.24547452570461645
219,0.24055757319054952
220,0.2432032005815971
221,0.231215387219336
222,0.2497426805699744
223,0.2348528355360031
224,0.2445979158325893
225,0.24586833722707702
226,0.23206563184900983
227,0.24815875364512932
228,0.24010368636468563
229,0.2440907624436588
230,0.23510885783811894
231,0.23816077084076115
232,0.23763078451156616
233,0.23360789730781462
234,0.24839431992391262
235,0.24029123492357207
236,0.2369157341195316
237,0.23707065894836332
238,0.24117728777048064
239,0.23871511548030666
240,0.24574762328368863
241,0.24195109416798846
242,0.24547131250544293
243,0.24383708035073628
244,0.23956533757651724
245,0.24226827665073117
246,0.23990451671728275
247,0.24665502222572885
248,0.23329796587548604
249,0.2385718088324477
250,0.2402263763474255
251,0.23847530418779792
252,0.24512720616852365
253,0.23171966323038426
254,0.23452394909975005
255,0.23229851991665074
256,0.23050745631136546
257,0.23499007086928297
258,0.23653693606213824
259,0.24312124092404436
260,0.24168190687167934
261,0.24126437342748408
262,0.2384692503184807
263,0.23746563930337022
264,0.23364996146865008
265,0.2330903254631089
266,0.23940013567122018
267,0.24756971873888156
268,0.24640967133568553
269,0.23532658124842296
270,0.24104600090806078
271,0.2391968078729583
272,0.23056256480333281
273,0.2369584808262383
274,0.23766344676657422
275,0.23496409705499324
276,0.23942853801134156
277,0.24123498506662322
278,0.24164517623622242
279,0.23796271587290416
280,0.24268199067290236
281,0.24160498453349602
282,0.23498872794756076
283,0.2356130251797234
284,0.24487107483352102
285,0.23425653213407935
286,0.2365568854459902
287,0.23676627619964322
288,0.24079029625508844
289,0.23460407700480485
290,0.24073487847316555
291,0.24680396260284795
292,0.23591962384014595
293,0.2353033201723564
294,0.2386043031768101
295,0.24584025544364277
296,0.23056142032146454
297,0.24722221021245167
298,0.23067803862618236
299,0.23848269807129371
300,0.2378255208817924
301,0.24204072792355608
302,0.2312218212499851
303,0.2401724992001929
304,0.24114909004874346
305,0.24244574584612033
306,0.23356118071370008
307,0.23786412906355975
308,0.2326937684925591
309,0.23375954024675416
310,0.2327460312261814
311,0.24490661810084088
312,0.240898154857682
313,0.2389143102052735
314,0.2374408797519963
315,0.23918122670999387
316,0.23673270642757416
317,0.23627498745918274
318,0.2405741083912733
319,0.24506678922874173
320,0.23766196573652873
321,0.2313563609268607
322,0.24798365954945728
323,0.23768545614510048
324,0.23168108884881183
325,0.23283797611550586
326,0.2387413451584374
327,0.2354899881089606
328,0.24182062759632017
329,0.2422233256624966
330,0.24278762936592102
331,0.24408785199246755
332,0.23042675925464165
333,0.2401953884741155
334,0.23421287463932502
335,0.2331505734019163
336,0.23885473172839095
337,0.2410838832942451
338,0.23406318738693144
339,0.23762740122108925
340,0.2485811586787061
341,0.24115823609072987
342,0.24040239613230635
343,0.23386412023044215
344,0.23714826383241794
345,0.2475068325676569
346,0.2395605859233112
347,0.23580984952973155
348,0.23817021635974325
349,0.2358611822128296
350,0.23169824880797688
351,0.2383359630660313
352,0.23725937524946725
353,0.2448922442953761
354,0.2365867084846264
355,0.24264152166320058
356,0.24098717475809703
357,0.24209116762731134
358,0.2352268281506329
359,0.2476781297747682
360,0.23227307345809006
361,0.23459187586133073
362,0.24399866200074916
363,0.23855012437192405
364,0.23972228387506997
365,0.23454089244691337
366,0.2286952465045743
367,0.22664422778094687
368,0.23758497216352603
369,0.23764345776744006
370,0.22961813102408155
371,0.2356598090107848
372,0.24071294723487482
373,0.2365441355036526
374,0.2399742505172404
375,0.23206907038281605
376,0.23779508289767476
377,0.23115334677986982
378,0.2349902489563314
379,0.24216015527888043
380,0.2390464980427812
381,0.23231564607562089
382,0.23198519356367064
383,0.24301756445954487
384,0.227347220226032
385,0.24063568216998402
386,0.2392139889118148
387,0.2314351095658977
388,0.2340407207971666
389,0.22723513114743116
390,0.2367892152652508
391,0.22822416446557858
392,0.2384731929476668
393,0.236147296501369
394,0.23282383600386178
395,0.2329016204287366
396,0.23851989318684833
397,0.23519228907620035
398,0.2277057770548797
399,0.23605386440346882
400,0.23562245834164502
401,0.23249764558745595
402,0.24288541223944687
403,0.2326587983747808
404,0.23226795109306894
405,0.24110607657490707
406,0.24525174862001
407,0.23838595064674936
408,0.22438728736668098
409,0.23343349557097365
410,0.23768050605204047
411,0.24334699097203044
412,0.23385665184114038
413,0.2475680534432574
414,0.22707153493311347
415,0.22754297532686374
416,0.23205660392598407
417,0.24006900445717136
418,0.2312241331106279
419,0.2265616891587653
420,0.235152509517786
421,0.2318528214605843
422,0.23592825197592016
423,0.24176418490526153
424,0.23320470277856037
425,0.22440501974850166
426,0.2290678431348103
427,0.23289669468635465
428,0.22928890513210762
429,0.23294390156501676
430,0.22726418259667186
431,0.23887103759660955
432,0.23578976530854295
433,0.22975642361292026
434,0.2294414955668333
435,0.23427500630297313
436,0.2331036133010213
437,0.23597337232857216
438,0.2308671921491623
439,0.2274602844220836
440,0.24093027703645753
441,0.24148349645661144
442,0.23860824616943918
443,0.2379414290189743
444,0.23528320142408696
445,0.2416109282795976
446,0.23093741114546612
447,0.23362778672357884
448,0.23741158334220328
449,0.23478958010673523
450,0.2379167774101583
451,0.228892099203133
452,0.24339004587836383
453,0.2275405493451328
454,0.2370102569097426
455,0.2383908665761715
456,0.23661969493075116
457,0.22981053336364468
458,0.23232197507125577
459,0.2382827506559651
460,0.23377972841262817
461,0.22901260816469426
462,0.2435104596178706
463,0.24366105911208363
464,0.2352343227078275
465,0.23781414257317054
466,0.23640655926088008
467,0.23805612979865656
468,0.224088744419377
469,0.24016219123107632
470,0.23864692195159634
471,0.23157063490006982
472,0.2348767686180952
473,0.23160042959015545
474,0.22995183162572908
475,0.234703086498307
476,0.2374230187113692
477,0.23737698248246822
478,0.24079504391042197
479,0.22528402652682328
480,0.2340180096102924
481,0.23575164086934997
482,0.23171661721497047
483,0.23391915603381833
484,0.2322298906198362
485,0.23206657062216504
486,0.2286832234481486
487,0.23365622940586833
488,0.23435186249453846
489,0.23355348262845016
490,0.23590502433660554
491,0.23626773858942637
492,0.23133046379903469
493,0.23196664815995752
494,0.22801971108448216
495,0.23761988340354548
496,0.24034130754994182
497,0.22774288894199743
