Date,Close,LogReturn,Normalized
2000-01-04,1399.4200439453125,-0.03909917534093802,-3.1224987566974396
2000-01-05,1402.1099853515625,0.0019203379615859075,0.13943691891742638
2000-01-06,1403.449951171875,0.0009552217400569889,0.06268937169759883
2000-01-07,1441.469970703125,0.02672994972987063,2.1123359420792367
2000-01-10,1457.5999755859375,0.011127824873139451,0.8716306389659144
2000-01-11,1438.56005859375,-0.013148576788902815,-1.0588666849040702
2000-01-12,1432.25,-0.004396019678609715,-0.362849692202089
2000-01-13,1449.6800537109375,0.012096245165416932,0.9486409310449997
2000-01-14,1465.1500244140625,0.010614763497340866,0.8308311981447949
2000-01-18,1455.1400146484375,-0.006855516976735141,-0.5584327534067685
2000-01-19,1455.9000244140625,0.0005221568736222691,0.028251378070992834
2000-01-20,1445.5699462890625,-0.007120612569861287,-0.5795135684395799
2000-01-21,1441.3599853515625,-0.0029165681339535805,-0.24520139788260403
2000-01-24,1401.530029296875,-0.028022584228459112,-2.2416709553648877
2000-01-25,1410.030029296875,0.006046483603040547,0.4675544558413842
2000-01-26,1404.0899658203125,-0.004221619766667546,-0.3489811391943367
2000-01-27,1398.56005859375,-0.003946204024482488,-0.3270796498121088
2000-01-28,1360.1600341796875,-0.02784081272973308,-2.227216202278679
2000-01-31,1394.4599609375,0.024904850529124643,1.967201207043675
2000-02-01,1409.280029296875,0.010571740915406745,0.8274099753274258
2000-02-02,1409.1199951171875,-0.00011356385074743024,-0.022302125459280734
2000-02-03,1424.969970703125,0.011185347697919614,0.8762049437103107
2000-02-04,1424.3699951171875,-0.00042113303572190804,-0.04676050676158413
2000-02-07,1424.239990234375,-9.12760143166444e-05,-0.020529761944149127
2000-02-08,1441.719970703125,0.01219849367259354,0.9567718918118407
2000-02-09,1411.7099609375,-0.02103511705975112,-1.686016667814046
2000-02-10,1416.8299560546875,0.00362024285277645,0.2746160071926023
2000-02-11,1387.1199951171875,-0.021192298989189638,-1.698516019998362
2000-02-14,1389.93994140625,0.0020308868535491302,0.14822793922854113
2000-02-15,1402.050048828125,0.008674947553079746,0.6765740087421466
2000-02-16,1387.6700439453125,-0.010309372816680578,-0.83308875674983
2000-02-17,1388.260009765625,0.0004250581374747612,0.02052993512844133
2000-02-18,1346.0899658203125,-0.03084710308169203,-2.4662810999528375
2000-02-22,1352.1700439453125,0.004506673481115292,0.3451063533166812
2000-02-23,1360.68994140625,0.006281139106337607,0.48621462745382854
2000-02-24,1353.4300537109375,-0.005349730316245383,-0.4386902496015297
2000-02-25,1333.3599853515625,-0.014940089385435541,-1.2013305607878428
2000-02-28,1348.050048828125,0.010957078745980514,0.8580526406229029
2000-02-29,1366.4200439453125,0.013535073096645703,1.0630587722644245
2000-03-01,1379.18994140625,0.009302114728482016,0.7264473207176302
2000-03-02,1381.760009765625,0.0018617281349938522,0.13477617409356074
2000-03-03,1409.1700439453125,0.019642853797381482,1.5487590198423529
2000-03-06,1391.280029296875,-0.012776701994211102,-1.0292946212201208
2000-03-07,1355.6199951171875,-0.025965297120289534,-2.0780722757894288
2000-03-08,1366.699951171875,0.008140128606934442,0.6340443719919522
2000-03-09,1401.68994140625,0.025279570403423504,1.9969995158954323
2000-03-10,1395.0699462890625,-0.004734054939684533,-0.38973078339358025
2000-03-13,1383.6199951171875,-0.008241305233129576,-0.6686327969578213
