Normalized,LogReturn
0.9551508923235129,0.012178109269991123
-0.06140285024873238,-0.0006052635223962033
-0.18286510565093944,-0.0021326764136041917
-2.464882827549011,-0.030829519518074198
0.7200957826003735,0.009222242827806586
0.04789590672287225,0.00076919086953504
-0.8054838203490795,-0.009962235052937736
1.698554267268377,0.02152655990182155
-0.6299255813610581,-0.007754554020668643
-0.694482689971172,-0.008566372964616974
-0.4185043910013456,-0.005095888984681708
-0.21429812593360636,-0.002527953121009011
0.34581012815458856,0.004515523594727679
0.025091190589220283,0.0004824168648243892
-0.386012073173302,-0.004687291392356092
0.03457747700994451,0.0006017088713882834
0.24753226872041684,0.0032796592603877048
0.45279049714764996,0.005860823780082381
-0.49499759126787346,-0.006057806740860028
-0.6392252897687086,-0.007871499770270313
-1.275690906688155,-0.015875186058444925
0.8973285688047755,0.011450981636392828
0.3990237482557947,0.005184695833142658
0.24240170484167084,0.003215141362365697
-0.11340763887533849,-0.001259234455916193
0.17617431206242323,0.002382318250797825
-1.1640459372634475,-0.014471227561435812
0.21845549222315647,0.0029140128041316164
-0.7206728963979582,-0.008895720207406149
0.9289523994409756,0.0118486578233133
-0.43054382431417143,-0.00524728733953652
0.6514019659252851,0.00835840392749664
-1.6124013122316654,-0.020109388793508598
0.7057248929163001,0.009041525928643995
-0.08854916489690459,-0.0009466340230929414
-1.1995492684825282,-0.014917689267628249
-0.15602964838439218,-0.001795215008539252
0.11466488682042855,0.0016088245532346428
0.4513790057771136,0.005843073985234204
0.045006055454088534,0.0007328503943232335
0.728358973202943,0.00932615415241586
-0.2755875792019636,-0.0032986806256744424
-1.4516353248646676,-0.0180877233735886
-0.09603566678247169,-0.0010407783270349569
1.7501124090020714,0.02217491415862339
-0.763124891058353,-0.009429562788272646
2.4457996718517707,0.03092332484807715
-0.40853618189138496,-0.004970536700991658
-0.6069722804359181,-0.007465911531586408
-1.6385333998976577,-0.020438005180904356
0.4221051952558943,0.005474949785524358
-0.23582835466301494,-0.0027987001839797987
0.35937241798180697,0.00468607218406349
-1.4333446462572805,-0.017857714320970948
-0.3177477895891563,-0.0038288539591779217
0.7162876212632497,0.009174354414250772
0.042142870453613854,0.0006968452529304869
